タレント名,知名度％,知名度,人気度％,人気度,ドラマ関心度（シリアス）％,ドラマ関心度（シリアス）,ドラマ関心度（コメディ）％,ドラマ関心度（コメディ）,バラエティ関心度％,バラエティ関心度,映画関心度（シリアス）％,映画関心度（シリアス）,映画関心度（コメディ）％,映画関心度（コメディ）,雑誌関心度％,雑誌関心度,CM総合,有効回答者数,有効回答者数（20代）,有効回答者数（30代）,有効回答者数（40代）,有効回答者数（50代）
片岡愛之助(かたおかあいのすけ)(歌舞伎役者),39.772728,1.397727273,28.57143,2.171428571,11.428572,1.628571429,14.285715,1.657142857,14.285715,1.514285714,5.714286,1.028571429,5.714286,1,2.857143,0.742857143,6.8571434,88,17,24,25,22
髙橋海人(たかはしかいと)(俳優/アーティスト)(King & Prince),22.522522,0.855855856,36,2.44,28,2.08,28,2,32,2.12,20,1.52,12,1.4,4,1.52,10.4,111,29,28,25,29
中山秀征(なかやまひでゆき)(タレント),39.583336,1.354166667,28.947369,2.184210526,10.526316,1.394736842,10.526316,1.447368421,18.421053,1.657894737,0,1,0,1.026315789,2.631579,0.947368421,3.4210525,96,21,23,25,27
山内健司(やまうちけんじ)(芸人)(かまいたち),35,1.125,35.714287,2.392857143,3.5714288,1.392857143,21.428572,1.642857143,32.142857,2.142857143,3.5714288,1.035714286,3.5714288,1.071428571,3.5714288,0.821428571,7.500001,80,10,21,24,25
森泉(もりいずみ)(モデル),35.353535,1.252525253,34.285717,2.2,2.857143,1.314285714,8.571429,1.371428571,22.857143,1.714285714,0,1,0,1.057142857,8.571429,1.314285714,10.571429,99,25,24,22,28
夏菜(なつな)(俳優),13.131313,0.707070707,30.769232,2.384615385,23.076923,2.153846154,23.076923,2.230769231,46.153847,2.615384615,15.384616,1.923076923,15.384616,1.923076923,23.076923,2.076923077,20.76923,99,21,24,26,28
満島真之介(みつしましんのすけ)(俳優),23.655914,0.827956989,45.454548,2.636363636,36.363636,2.136363636,27.272728,1.954545455,36.363636,2.136363636,4.5454545,1.409090909,4.5454545,1.363636364,4.5454545,1.227272727,6.363637,93,20,25,24,24
内田真礼(うちだまあや)(声優),11,0.44,100,3.545454545,54.545456,2.545454545,63.636364,2.545454545,63.636364,2.727272727,18.181818,1.818181818,27.272728,2.090909091,36.363636,2.272727273,38.18182,100,22,25,22,30
黒谷友香(くろたにともか)(俳優),21.95122,0.756097561,44.444447,2.5,33.333336,1.944444444,27.777779,1.944444444,38.88889,2.111111111,16.666668,1.722222222,11.111112,1.611111111,44.444447,2.111111111,26.11111,82,18,18,23,23
杉田智和(すぎたともかず)(声優),20.212767,0.670212766,78.94737,3.157894737,31.578945,2.105263158,26.31579,2.052631579,42.105263,2.210526316,10.526316,1.526315789,15.789473,1.578947368,10.526316,1.105263158,10.526316,94,22,27,21,24
髙嶋政宏(たかしままさひろ)(俳優),36.904762,1.321428571,22.580645,2.064516129,16.129032,1.741935484,12.903225,1.612903226,12.903225,1.483870968,9.677419,1.35483871,9.677419,1.225806452,0,0.935483871,8.387097,84,15,22,21,26
坂井真紀(さかいまき)(俳優),19.101124,0.91011236,47.058823,2.529411765,23.529411,1.941176471,23.529411,1.882352941,23.529411,2,5.882353,1.117647059,5.882353,1.117647059,5.882353,1.352941176,7.647059,89,18,21,24,26
BE:FIRST(びーふぁーすと)(アーティスト),3.3333335,0.4,66.66667,3.333333333,66.66667,2.666666667,66.66667,2.666666667,66.66667,3.333333333,33.333336,2.333333333,33.333336,2.333333333,66.66667,2.666666667,53.333336,90,17,23,26,24
荻野目洋子(おぎのめようこ)(歌手),25.80645,1.139784946,25,2.291666667,12.5,1.708333333,12.5,1.541666667,16.666668,1.791666667,0,0.916666667,0,0.958333333,8.333334,1.25,5.000001,93,18,25,26,24
大本彩乃(おおもとあやの)(アーティスト)(Perfume/のっち),12.903225,0.623655914,50,2.666666667,16.666668,2.083333333,25,2.25,41.666664,2.25,16.666668,2,16.666668,2.083333333,33.333336,2.333333333,32.5,93,19,22,20,30
石野真子(いしのまこ)(俳優),23.958332,0.90625,52.173912,2.608695652,30.434782,1.782608696,21.73913,1.695652174,21.73913,1.608695652,13.043478,1.434782609,8.695652,1.260869565,13.043478,1.47826087,12.173912,96,24,24,23,25
長谷川京子(はせがわきょうこ)(俳優),27.272728,1.113636364,25,2.125,12.5,1.958333333,4.166667,1.666666667,8.333334,1.458333333,0,1.291666667,0,1.25,12.5,1.625,3.7500005,88,20,21,26,21
吉田敬(よしだたかし)(芸人)(ブラックマヨネーズ),43.29897,1.402061856,26.190477,2.142857143,4.7619047,1.119047619,11.904762,1.261904762,38.095238,2,2.3809524,0.904761905,2.3809524,1,0,0.714285714,2.1428573,97,19,25,26,27
岡部大(おかべだい)(芸人)(ハナコ),20.79208,0.772277228,42.857143,2.571428571,28.57143,2.095238095,28.57143,2.142857143,42.857143,2.380952381,4.7619047,1.428571429,4.7619047,1.476190476,4.7619047,1.380952381,10,101,24,23,23,31
安藤政信(あんどうまさのぶ)(俳優),18.5567,0.680412371,61.11111,2.722222222,44.444447,2.5,33.333336,2.222222222,33.333336,2.111111111,11.111112,1.666666667,11.111112,1.555555556,16.666668,1.777777778,17.222225,97,23,23,24,27
りょう(俳優),15.957446,0.691489362,46.666668,2.733333333,46.666668,2.733333333,33.333336,2.333333333,20,1.933333333,20,1.6,13.333334,1.533333333,26.666668,1.666666667,17.333332,94,22,24,19,29
薬丸裕英(やくまるひろひで)(タレント)(元シブがき隊),42.352943,1.470588235,13.888889,2,5.555556,1.361111111,5.555556,1.305555556,13.888889,1.611111111,2.777778,1.027777778,0,0.972222222,5.555556,1,4.166667,85,17,22,23,23
滝川クリステル(たきがわくりすてる)(フリーアナウンサー),41.304348,1.445652174,21.052631,2.105263158,5.263158,1.184210526,7.8947363,1.184210526,18.421053,1.368421053,5.263158,1,5.263158,0.973684211,13.157895,1.236842105,15.263159,92,23,22,23,24
杉浦太陽(すぎうらたいよう)(俳優),37.5,1.322916667,16.666668,2.083333333,8.333334,1.361111111,8.333334,1.388888889,11.111112,1.416666667,2.777778,1.194444444,8.333334,1.305555556,5.555556,1.222222222,7.222223,96,24,24,23,25
DISH//(でぃっしゅ)(アーティスト),8.602151,0.64516129,62.5,2.875,25,1.875,25,2,25,1.875,25,2,25,2,25,2,27.5,93,19,22,20,30
りんたろー。(芸人)(EXIT),44.04762,1.488095238,35.135136,2.108108108,10.810811,1.108108108,18.918919,1.243243243,32.43243,1.675675676,5.4054055,0.756756757,5.4054055,0.810810811,5.4054055,0.972972973,8.918919,84,18,21,21,24
重岡大毅(しげおかだいき)(アーティスト)(WEST./元ジャニーズWEST),29.113924,1,43.47826,2.260869565,39.130436,1.869565217,34.782608,1.826086957,34.782608,1.739130435,26.086956,1.47826087,21.73913,1.347826087,21.73913,1.391304348,16.956522,79,17,16,22,24
新川優愛(しんかわゆあ)(俳優/モデル),7.2164946,0.443298969,57.14286,3,57.14286,3,57.14286,2.857142857,57.14286,3,42.857143,2.285714286,42.857143,2.142857143,71.42857,2.714285714,44.285717,97,21,24,28,24
山口もえ(やまぐちもえ)(俳優),34.375,1.291666667,27.272728,2.303030303,0,1.181818182,0,1.121212121,6.060606,1.636363636,0,1,0,0.96969697,0,1.060606061,5.4545455,96,21,23,25,27
眞栄田郷敦(まえだごうどん)(俳優),25,0.8125,35,2.5,30.000002,2.1,25,2.05,30.000002,1.85,15.000001,1.5,20,1.6,15.000001,1.6,14.5,80,18,16,23,23
高橋愛(たかはしあい)(タレント)(元モーニング娘。),11.578947,0.663157895,54.545456,2.818181818,18.181818,2.090909091,18.181818,2.090909091,27.272728,2.090909091,0,1.545454545,0,1.636363636,0,1.909090909,8.181818,95,22,23,25,25
稲田直樹(いなだなおき)(芸人)(アインシュタイン),21.875,0.75,47.61905,2.571428571,14.285715,1.761904762,28.57143,2.047619048,42.857143,2.428571429,4.7619047,1.476190476,9.523809,1.666666667,9.523809,1.523809524,6.190477,96,20,24,24,28
森川葵(もりかわあおい)(俳優),14,0.57,57.14286,2.857142857,42.857143,2.5,42.857143,2.5,57.14286,2.857142857,14.285715,1.571428571,28.57143,1.714285714,14.285715,1.785714286,24.285717,100,19,22,28,31
白石美帆(しらいしみほ)(俳優),22.340425,1.010638298,33.333336,2.380952381,23.809525,1.714285714,19.047619,1.714285714,14.285715,1.857142857,9.523809,1,9.523809,1.047619048,9.523809,1.333333333,13.809525,94,22,23,23,26
奥田民生(おくだたみお)(歌手),31.325302,1.192771084,26.923079,2.346153846,7.692308,1.230769231,7.692308,1.269230769,26.923079,1.615384615,11.538462,1.153846154,7.692308,1.076923077,7.692308,1.115384615,9.230768,83,16,21,24,22
平野歩夢(ひらのあゆむ)(スノーボーダー),17.80822,0.917808219,53.846157,2.692307692,7.692308,1.384615385,7.692308,1.384615385,23.076923,1.846153846,7.692308,1.230769231,7.692308,1.076923077,7.692308,1.384615385,16.923077,73,14,13,19,26
田中樹(たなかじゅり)(歌手)(SixTONES),15.53398,0.660194175,50,2.6875,37.5,2.1875,31.25,2.25,37.5,2.4375,18.75,1.875,18.75,1.75,12.5,1.5625,22.5,103,23,25,24,30
原口あきまさ(はらぐちあきまさ)(芸人),39,1.26,17.948719,2.153846154,5.1282053,1.230769231,12.820514,1.307692308,20.512821,1.846153846,2.5641026,1.025641026,5.1282053,1.128205128,5.1282053,1.051282051,6.6666665,100,21,23,24,31
太田光(おおたひかり)(芸人)(爆笑問題),61.290325,1.698924731,21.052631,1.842105263,8.77193,1.122807018,7.017544,1.087719298,22.807016,1.614035088,3.508772,0.877192982,1.754386,0.877192982,5.263158,0.947368421,4.9122806,93,20,24,27,22
板尾創路(いたおいつじ)(芸人),30.107529,1.021505376,25,2.107142857,10.714286,1.607142857,14.285715,1.642857143,21.428572,1.928571429,10.714286,1.642857143,7.1428576,1.535714286,10.714286,1.428571429,11.428572,93,19,22,20,30
大谷亮平(おおたにりょうへい)(俳優),23.404255,0.904255319,59.090908,2.681818182,27.272728,1.818181818,31.818182,1.909090909,27.272728,1.772727273,18.181818,1.136363636,18.181818,1.136363636,4.5454545,1.045454545,10.909092,94,22,23,23,26
磯野貴理子(いそのきりこ)(タレント),44.705883,1.505882353,21.052631,2.105263158,2.631579,0.973684211,5.263158,1.105263158,15.789473,1.552631579,0,0.815789474,5.263158,0.894736842,2.631579,1,3.6842105,85,17,20,26,22
萩原聖人(はぎわらまさと)(俳優),26.373629,0.978021978,20.833332,2.208333333,20.833332,1.833333333,12.5,1.75,4.166667,1.625,12.5,1.75,12.5,1.625,4.166667,1.416666667,3.7500005,91,21,23,23,24
FUJIWARA(ふじわら)(芸人コンビ),40.65934,1.373626374,27.027025,2.135135135,8.108108,1,8.108108,1.135135135,35.135136,1.918918919,5.4054055,0.945945946,8.108108,1,2.7027028,0.837837838,7.027026,91,19,22,27,23
斉藤由貴(さいとうゆき)(俳優),38.235294,1.333333333,17.948719,2.076923077,15.384616,1.58974359,12.820514,1.487179487,7.692308,1.384615385,7.692308,1.179487179,7.692308,1.076923077,5.1282053,1.025641026,7.1794868,102,22,24,28,28
新木優子(あらきゆうこ)(俳優/モデル),21.428572,0.785714286,44.444447,2.555555556,16.666668,1.777777778,22.222223,2,27.777779,1.888888889,5.555556,1.555555556,5.555556,1.444444444,11.111112,1.722222222,16.111113,84,18,21,22,23
宇野昌磨(うのしょうま)(フィギュアスケーター),37.1134,1.268041237,25,2.305555556,2.777778,1.305555556,2.777778,1.222222222,11.111112,1.472222222,0,0.944444444,0,0.972222222,2.777778,1.111111111,3.8888893,97,21,24,24,27
早見あかり(はやみあかり)(俳優)(元ももいろクローバーZ),22.340425,0.744680851,52.380955,2.619047619,33.333336,2.047619048,33.333336,2,42.857143,2,14.285715,1.428571429,14.285715,1.476190476,28.57143,1.714285714,23.809526,94,25,19,25,25
山田優(やまだゆう)(モデル),41.666664,1.380952381,14.285715,2.057142857,2.857143,1.371428571,2.857143,1.314285714,5.714286,1.285714286,0,1.142857143,2.857143,1.114285714,0,1.171428571,6.571429,84,15,22,21,26
井浦新(いうらあらた)(俳優),15.841584,0.693069307,50,2.625,50,2.5,37.5,2.3125,25,2.0625,18.75,1.625,12.5,1.625,12.5,1.5625,13.125,101,24,26,22,29
堂安律(どうあんりつ)(サッカー日本代表),11.578947,0.652631579,54.545456,2.727272727,27.272728,2.090909091,27.272728,1.818181818,45.454548,2.363636364,27.272728,1.818181818,27.272728,1.909090909,18.181818,1.636363636,27.27273,95,20,24,21,30
佐藤仁美(さとうひとみ)(俳優),21.59091,0.840909091,52.63158,2.473684211,21.052631,2.052631579,36.842106,2.368421053,31.578945,2.157894737,0,1.052631579,10.526316,1.157894737,5.263158,1.210526316,11.052632,88,17,24,25,22
錦戸亮(にしきどりょう)(俳優/アーティスト)(元関ジャニ∞),42.553192,1.446808511,15.000001,1.875,12.5,1.425,17.5,1.475,17.5,1.45,10,1.1,7.5000005,1.05,5,1.15,8.25,94,18,26,26,24
溝端淳平(みぞばたじゅんぺい)(俳優),23.376623,0.87012987,44.444447,2.555555556,27.777779,1.833333333,33.333336,1.944444444,33.333336,1.777777778,5.555556,1.222222222,16.666668,1.388888889,11.111112,1.277777778,15.000002,77,16,19,19,22
宮沢氷魚(みやざわひお)(俳優),18,0.67,50,2.5,44.444447,2.5,27.777779,2.277777778,27.777779,2.222222222,16.666668,1.777777778,11.111112,1.666666667,27.777779,1.944444444,18.888891,100,22,25,22,30
箕輪はるか(みのわはるか)(芸人)(ハリセンボン),34.343433,1.242424242,23.529411,2.205882353,5.882353,1.382352941,2.9411764,1.352941176,14.705883,1.647058824,2.9411764,1.029411765,0,1,2.9411764,1.029411765,1.4705882,99,21,26,24,27
山崎まさよし(やまざきまさよし)(歌手),30.000002,1.188888889,14.814815,2.111111111,7.4074073,1.444444444,7.4074073,1.444444444,22.222223,1.740740741,3.7037036,1.185185185,0,1.185185185,0,1.148148148,4.8148146,90,17,23,26,24
滝藤賢一(たきとうけんいち)(俳優),21.782177,0.732673267,59.090908,2.636363636,40.909092,2.136363636,40.909092,2.090909091,45.454548,2,13.636364,1.409090909,22.727274,1.5,18.181818,1.590909091,17.727276,101,23,24,27,27
すみれ(モデル)(石田純一の娘),16.091955,0.724137931,50,2.642857143,7.1428576,1.714285714,7.1428576,1.714285714,35.714287,2.285714286,7.1428576,1.357142857,14.285715,1.357142857,21.428572,1.857142857,20,87,16,22,24,25
宇治原史規(うじはらふみのり)(芸人)(ロザン),32.038834,1.038834951,24.242424,2.242424242,6.060606,1.363636364,12.121212,1.515151515,33.333336,2.121212121,6.060606,1.303030303,6.060606,1.303030303,6.060606,1.060606061,8.181819,103,22,25,24,31
橋本愛(はしもとあい)(俳優),14.444445,0.688888889,61.538464,2.769230769,53.846157,2.384615385,46.153847,2.153846154,30.769232,1.923076923,15.384616,1.307692308,15.384616,1.384615385,23.076923,1.692307692,17.692308,90,21,22,24,23
戸次重幸(とつぎしげゆき)(俳優),15.294118,0.670588235,61.538464,2.769230769,38.46154,2.230769231,38.46154,2.384615385,46.153847,2.230769231,23.076923,1.538461538,23.076923,1.538461538,15.384616,1.307692308,18.461536,85,18,19,25,23
武井壮(たけいそう)(タレント),50.588238,1.564705882,20.930233,2.069767442,6.9767447,1.162790698,11.627908,1.162790698,13.953489,1.488372093,2.3255813,0.76744186,4.6511626,0.76744186,4.6511626,0.813953488,7.2093024,85,18,19,25,23
はなわ(芸人),47.16981,1.462264151,18,2.12,4,1.14,8,1.18,18,1.56,6,0.9,8,0.9,6,0.8,8.8,106,26,23,26,30
東海オンエア(とうかいおんえあ)(Youtuber),8.823529,0.696078431,66.66667,3,44.444447,2,44.444447,2.111111111,44.444447,2.111111111,33.333336,1.666666667,22.222223,1.333333333,11.111112,0.888888889,14.444446,102,24,23,25,29
矢口真里(やぐちまり)(タレント)(元モーニング娘。),49.51456,1.621359223,11.764706,1.803921569,1.9607844,1.058823529,5.882353,1.078431373,13.725491,1.470588235,1.9607844,0.941176471,3.9215689,1.058823529,5.882353,1.137254902,4.9019613,103,22,25,24,31
古舘伊知郎(ふるたちいちろう)(元テレビ朝日アナウンサー),53.246754,1.701298701,9.756097,1.87804878,7.317073,1.243902439,12.195122,1.219512195,12.195122,1.268292683,4.8780484,0.975609756,4.8780484,0.926829268,4.8780484,0.829268293,3.658537,77,16,19,19,22
渡辺翔太(わたなべしょうた)(歌手/俳優)(Snow Man),15.957446,0.64893617,60.000004,2.733333333,40,2.133333333,40,2.066666667,53.333336,2.4,0,1.466666667,0,1.466666667,6.666667,1.733333333,6.0000005,94,22,27,21,24
オズワルド(芸人コンビ),8.888889,0.711111111,50,2.625,0,1.625,12.5,2.125,37.5,2.375,0,1.5,12.5,1.875,0,1.375,3.75,90,19,24,24,22
松村北斗(まつむらほくと)(歌手/俳優)(SixTONES),19.148937,0.64893617,55.555557,2.722222222,38.88889,2.222222222,33.333336,2.111111111,33.333336,2.055555556,33.333336,1.833333333,27.777779,1.722222222,22.222223,1.722222222,11.666669,94,25,19,25,25
ファーストサマーウイカ(俳優),23.958332,0.9375,34.782608,2.260869565,13.043478,1.695652174,17.391304,1.782608696,26.086956,1.913043478,0,1.304347826,4.347826,1.391304348,4.347826,1.434782609,10.434782,96,21,23,25,27
松本明子(まつもとあきこ)(タレント),42.352943,1.282352941,36.11111,2.25,8.333334,1.194444444,11.111112,1.25,22.222223,1.611111111,5.555556,0.916666667,2.777778,0.916666667,2.777778,0.972222222,2.7777781,85,18,19,25,23
ハナコ(芸人トリオ),15.555556,0.722222222,57.14286,2.785714286,28.57143,1.928571429,35.714287,2,57.14286,2.571428571,14.285715,1.214285714,0,1.071428571,7.1428576,1.071428571,9.285715,90,17,23,26,24
坂本昌行(さかもとまさゆき)(アーティスト)(元V6),40,1.2,25,2.25,5,1.325,7.5000005,1.375,15.000001,1.6,5,1.05,0,1,5,1.025,6,100,19,22,28,31
横山だいすけ(よこやまだいすけ)(俳優/歌手)(11代目うたのおにいさん),24.358974,0.782051282,68.42105,2.789473684,10.526316,1.578947368,15.789473,1.789473684,31.578945,1.894736842,10.526316,1.368421053,10.526316,1.315789474,10.526316,1.263157895,17.894737,78,15,17,21,25
林原めぐみ(はやしばらめぐみ)(声優),9.375,0.666666667,66.66667,2.777777778,33.333336,1.666666667,44.444447,2,55.555557,2.222222222,33.333336,1.666666667,33.333336,1.666666667,33.333336,1.555555556,28.888891,96,22,22,27,24
水樹奈々(みずきなな)(声優),17.821783,0.891089109,55.555557,2.722222222,16.666668,1.666666667,11.111112,1.722222222,16.666668,1.611111111,0,1.166666667,5.555556,1.111111111,5.555556,1.111111111,6.666667,101,24,26,22,29
渡辺満里奈(わたなべまりな)(タレント),28.125,1.104166667,25.925926,2.296296296,11.111112,1.407407407,11.111112,1.407407407,14.814815,1.703703704,3.7037036,1.037037037,3.7037036,1.074074074,3.7037036,1.148148148,5.1851854,96,21,23,25,27
王林(おうりん)(タレント)(元りんご娘),28.57143,1.071428571,37.5,2.375,12.5,1.416666667,12.5,1.375,29.166666,1.916666667,8.333334,0.958333333,8.333334,0.916666667,8.333334,1.041666667,16.666668,84,17,23,21,22
尾上松也(おのえまつや)(歌舞伎役者),29.347824,1.086956522,29.62963,2.185185185,18.518518,1.592592593,18.518518,1.740740741,29.62963,1.851851852,11.111112,1.185185185,7.4074073,1.111111111,7.4074073,1,7.7777777,92,20,19,23,29
田辺誠一(たなべせいいち)(俳優),23,0.82,39.130436,2.52173913,17.391304,1.913043478,8.695652,1.826086957,21.73913,1.869565217,17.391304,1.52173913,13.043478,1.47826087,8.695652,1.260869565,16.521738,100,21,23,24,31
橋本マナミ(はしもとまなみ)(俳優),17.5,0.95,21.428572,2.071428571,14.285715,1.714285714,7.1428576,1.571428571,21.428572,1.928571429,0,1.428571429,7.1428576,1.5,7.1428576,1.785714286,9.285715,80,15,20,21,24
おかずクラブ(お笑いコンビ),19.148937,0.914893617,33.333336,2.333333333,0,1.611111111,5.555556,1.722222222,44.444447,2.166666667,0,1.333333333,0,1.333333333,0,1.111111111,3.3333335,94,18,26,26,24
奥菜恵(おきなめぐみ)(俳優),27.000002,1.07,22.222223,2.111111111,11.111112,1.518518519,3.7037036,1.444444444,22.222223,1.777777778,7.4074073,1.333333333,3.7037036,1.259259259,11.111112,1.37037037,12.222221,100,21,22,28,29
鈴木紗理奈(すずきさりな)(タレント),37.894737,1.326315789,13.888889,2.055555556,5.555556,1.25,8.333334,1.25,16.666668,1.361111111,5.555556,1.166666667,5.555556,1.138888889,5.555556,1.138888889,6.1111116,95,21,22,23,29
